Battery Voltage (V),Coolant Temperature (°C),DG State (),Engine Speed (RPM),Generator Avg Frequency (Hz),Generator Avg L-L Voltage (V),Generator Avg L-N Voltage (V),Generator L1 Apparent Power (kVA),Generator L1-L2 Voltage (V),Generator L1-N Voltage (V),Generator L2 Apparent Power (kVA),Generator L2-L3 Voltage (V),Generator L2-N Voltage (V),Generator L3 Apparent Power (kVA),Generator L3-L1 Voltage (V),Generator L3-N Voltage (V),Generator Total Active Power (kW),Generator Total Apparent Power (kVA),Generator Total Reactive Power (kVAR),Load Avg Current (A),Load L1 Current (A),Load L2 Current (A),Load L3 Current (A),Lube Oil Pressure (Bar),Machine Status (),Mains Avg Frequency (Hz),Mains Avg L-L Voltage (V),Mains Avg L-N Voltage (V),Mains L1-L2 Voltage (V),Mains L1-N Voltage (V),Mains L2-L3 Voltage (V),Mains L2-N Voltage (V),Mains L3-L1 Voltage (V),Mains L3-N Voltage (V),Run Hour (Hr),Maintenance
28.4,78.89,0,1501.62,50.02,417.42,241,147,417.42,241,140,417.42,241,144,417.42,241,338.56,431,253916.15,585.33,599,572,585,4.98,1,0,0,0,0,0,0,0,0,0,1269.55,0
28.44,78.78,0,1499.5,50.03,416.85,240.67,162,416.56,240,155,417.42,241,159,416.56,241,370.62,476,277975.29,641.67,654,627,644,4.96,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.4,78.78,0,1499.88,49.93,416.27,240.33,157,415.69,240,150,416.56,240,153,416.56,241,375.5,460,281618.69,651,665,638,650,4.93,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.36,78.67,0,1498.75,50.03,416.27,240.33,135,415.69,240,130,416.56,240,133,416.56,241,314.36,398,235763.73,545,555,531,549,5.01,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.4,78.78,0,1503.25,49.98,416.27,240.33,142,415.69,240,136,416.56,240,138,416.56,241,325.31,415,243983.02,564,578,553,561,4.97,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.36,78.67,0,1499,50.1,417.42,241,144,417.42,241,138,417.42,241,140,417.42,241,327.57,422,245673.95,566.33,578,555,566,4.97,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.36,78.56,0,1501.25,50.01,416.27,240.33,144,415.69,240,138,416.56,240,139,416.56,241,341.46,421,256095.65,592,606,583,587,5,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.4,78.56,0,1499.5,50.02,416.27,240.33,139,415.69,240,133,416.56,240,135,416.56,241,325.7,408,244272.85,564.67,577,555,562,5,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.4,78.67,0,1500.12,50.06,416.27,240.33,123,415.69,240,117,416.56,240,118,416.56,241,290.7,359,218027.38,504,519,495,498,5,1,0,0,0,0,0,0,0,0,0,1269.5,0
28.4,78.61,0,1501.62,50.06,416.27,240.33,125,415.69,240,119,416.56,240,121,416.56,241,292.82,365,219615,507.67,521,498,504,5.01,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.44,78.61,0,1498.12,50.07,416.85,240.67,135,416.56,241,129,416.56,240,130,417.42,241,314.99,394,236240.23,545.33,561,536,539,5.01,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.48,78.56,0,1503.25,50.05,417.42,241,132,417.42,241,126,417.42,241,127,417.42,241,305.01,385,228755.75,527.33,541,516,525,5.01,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.4,78.61,0,1498.75,50.05,416.27,240.33,122,415.69,240,115,416.56,240,116,416.56,241,289.74,352,217304.94,502.33,520,492,495,5.03,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.4,78.61,0,1501.25,50.17,417.42,241,128,417.42,241,121,417.42,241,123,417.42,241,287.08,372,215307.95,496.33,513,484,492,5.05,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.4,78.61,0,1499,50.06,416.85,240.67,140,416.56,241,133,416.56,240,134,417.42,241,322.31,408,241728.95,558,576,547,551,4.97,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.36,78.61,0,1502.75,50.03,417.42,241,131,417.42,241,126,417.42,241,127,417.42,241,303.85,384,227888.15,525.33,540,515,521,4.98,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.36,78.56,0,1500.62,49.98,416.85,240.67,126,416.56,241,121,416.56,240,121,417.42,241,289.96,368,217469.41,502,517,494,495,4.98,1,0,0,0,0,0,0,0,0,0,1269.45,0
28.36,78.61,0,1503.25,50.04,416.85,240.67,127,416.56,241,122,416.56,240,123,417.42,241,295.74,372,221801.47,512,526,504,506,5.03,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.36,78.61,0,1502.12,50.03,416.85,240.67,133,416.56,241,127,416.56,240,127,417.42,241,299.97,387,224976.87,519.33,534,512,512,5.05,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.4,78.61,0,1497.25,50.04,416.27,240.33,132,415.69,240,126,416.56,240,127,416.56,241,314.73,386,236053.57,545.67,561,538,538,5,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.4,78.56,0,1500.75,50.02,417.42,241,135,417.42,241,129,417.42,241,129,417.42,241,307.13,394,230347.8,531,548,524,521,4.97,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.44,78.56,0,1498.12,49.98,416.27,240.33,121,415.69,240,116,416.56,240,118,416.56,241,288.01,354,216007.16,499.33,515,490,493,5.03,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.44,78.44,0,1496.12,49.92,416.27,240.33,122,415.69,240,117,416.56,240,118,416.56,241,294.16,358,220622.94,510,524,501,505,5.03,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.44,78.33,0,1498.62,50.12,416.27,240.33,127,415.69,240,122,416.56,240,124,416.56,241,307.05,374,230282.76,532.33,546,522,529,5.03,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.4,78.33,0,1497.5,50,416.85,240.67,131,416.56,241,125,416.56,240,126,417.42,241,299.01,381,224257.75,517.67,532,509,512,5.06,1,0,0,0,0,0,0,0,0,0,1269.4,0
28.36,78.44,0,1497.75,50.04,416.27,240.33,111,415.69,240,105,416.56,240,108,416.56,241,263.98,325,197985.3,457.67,473,448,452,5.09,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.4,78.44,0,1499.25,49.89,416.27,240.33,115,415.69,240,109,416.56,240,110,416.56,241,267.82,334,200866.37,464.33,479,454,460,5.07,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.4,78.5,0,1503.5,49.93,416.85,240.67,122,416.56,241,117,416.56,240,119,417.42,241,277.83,358,208372.09,481,495,472,476,5.07,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.36,78.5,0,1500.62,49.96,416.85,240.67,122,416.56,241,116,416.56,240,117,417.42,241,282.07,355,211547.49,488.33,502,479,484,5.03,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.4,78.5,0,1501.5,49.92,416.85,240.67,127,416.56,241,122,416.56,240,123,417.42,241,302.28,371,226709.7,523.33,537,515,518,5.01,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.48,78.44,0,1499.5,50.1,416.27,240.33,118,415.69,240,112,416.56,240,112,416.56,241,271.09,342,203319.18,470,484,461,465,5.05,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.44,78.44,0,1500.62,50,416.85,240.67,122,416.56,241,117,416.56,240,118,417.42,241,280.14,357,210104.91,485,500,477,478,5.05,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.4,78.33,0,1496.12,50.04,415.69,240,125,415.69,240,120,415.69,240,121,415.69,240,295.1,367,221326.56,512.33,523,502,512,5.09,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.4,78.28,0,1499.88,50.07,416.85,240.67,128,416.56,241,123,416.56,240,124,417.42,241,294.39,375,220792.1,509.67,522,501,506,5.06,1,0,0,0,0,0,0,0,0,0,1269.35,0
28.44,78.22,0,1499.5,49.9,416.27,240.33,119,415.69,240,114,416.56,240,116,416.56,241,266.87,349,200148.27,462.67,474,452,462,5.06,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.36,78.22,0,1498.38,50.05,416.27,240.33,121,415.69,240,116,416.56,240,117,416.56,241,285.13,354,213844.19,494.33,508,485,490,5.07,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.36,78.17,0,1501.88,49.95,416.27,240.33,127,415.69,240,122,416.56,240,124,416.56,241,292.44,373,219325.16,507,519,496,506,5.05,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.36,78,0,1496.75,49.99,416.27,240.33,123,415.69,240,118,416.56,240,119,416.56,241,293.97,360,220480.18,509.67,523,501,505,5.07,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.36,77.94,0,1497.88,49.92,416.27,240.33,116,415.69,240,110,416.56,240,112,416.56,241,272.44,338,204327.12,472.33,484,462,471,5.12,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.4,77.94,0,1498.12,49.97,416.27,240.33,108,415.69,240,102,416.56,240,102,416.56,241,254.75,312,191063.79,441.67,457,434,434,5.13,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.44,77.78,0,1500.75,50.05,417.42,241,110,417.42,241,105,417.42,241,105,417.42,241,248.33,320,186243.35,429.33,444,420,424,5.15,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.44,77.94,0,1497.5,50.04,416.27,240.33,108,415.69,240,102,416.56,240,101,416.56,241,253.4,312,190051.52,439.33,457,433,428,5.07,1,0,0,0,0,0,0,0,0,0,1269.3,0
28.36,78,0,1499.25,50,416.27,240.33,108,415.69,240,102,416.56,240,103,416.56,241,249.75,313,187313.2,433,448,424,427,5.1,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.36,77.94,0,1502.75,49.91,416.27,240.33,103,415.69,240,97,416.56,240,97,416.56,241,234.36,297,175775.92,406.33,424,399,396,5.12,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.36,78,0,1500.75,50.03,416.85,240.67,110,416.56,241,104,416.56,240,105,417.42,241,252.03,320,189020.77,436.33,451,428,430,5.12,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.4,78,0,1498.12,50.04,416.27,240.33,112,415.69,240,107,416.56,240,106,416.56,241,261.86,325,196397.68,454,471,448,443,5.1,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.4,77.89,0,1501.88,49.92,416.27,240.33,119,415.69,240,113,416.56,240,115,416.56,241,274.36,348,205771.99,475.67,487,467,473,5.06,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.44,77.89,0,1501.5,49.95,416.27,240.33,107,415.69,240,102,416.56,240,102,416.56,241,251.09,311,188321.15,435.33,452,427,427,5.09,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.44,77.94,0,1499.88,49.97,416.27,240.33,107,415.69,240,103,416.56,240,104,416.56,241,243.22,314,182411.91,421.67,432,414,419,5.1,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.36,77.89,0,1501,49.96,416.27,240.33,113,415.69,240,108,416.56,240,108,416.56,241,268.4,329,201298.97,465.33,478,460,458,5.09,1,0,0,0,0,0,0,0,0,0,1269.25,0
28.36,77.78,0,1500.62,50.02,416.85,240.67,112,416.56,241,108,416.56,240,109,417.42,241,261.85,330,196385.28,453.33,464,446,450,5.09,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.36,77.89,0,1500.38,50.01,416.85,240.67,110,416.56,241,105,416.56,240,106,417.42,241,263.58,321,197684.89,456.33,469,450,450,5.07,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.36,77.89,0,1503.5,50.06,416.27,240.33,98,415.69,240,94,416.56,240,96,416.56,241,233.79,288,175343.33,405.33,426,391,399,5.1,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.36,77.89,0,1501,50.09,417.42,241,104,417.42,241,100,417.42,241,101,417.42,241,241.96,305,181471.55,418.33,429,411,415,5.13,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.4,77.72,0,1498.12,50.13,416.85,240.67,112,416.56,241,108,416.56,240,109,417.42,241,262.43,329,196818.48,454.33,466,449,448,5.12,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.4,77.67,0,1501.25,50.02,416.27,240.33,116,415.69,240,111,416.56,240,111,416.56,241,270.51,338,202886.59,469,482,463,462,5.09,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.44,77.61,0,1498.12,50.07,416.27,240.33,103,415.69,240,99,416.56,240,100,416.56,241,244.75,302,183562.61,424.33,437,418,418,5.13,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.4,77.56,0,1498.38,50.02,416.27,240.33,107,415.69,240,102,416.56,240,102,416.56,241,252.25,311,189186.33,437.33,450,431,431,5.13,1,0,0,0,0,0,0,0,0,0,1269.2,0
28.4,77.56,0,1500.12,50.1,416.85,240.67,110,416.56,241,106,416.56,240,107,417.42,241,263,323,197251.69,455.33,467,451,448,5.13,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.4,77.39,0,1498.38,50.07,416.85,240.67,116,416.56,241,112,416.56,240,111,417.42,241,270.7,339,203030.66,468.67,480,465,461,5.12,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.36,77.39,0,1501.88,49.99,416.27,240.33,96,415.69,240,92,416.56,240,92,416.56,241,229.37,280,172029.66,397.67,411,392,390,5.15,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.32,77.39,0,1496.12,50.11,416.27,240.33,100,415.69,240,95,416.56,240,95,416.56,241,236.87,289,177653.38,410.67,424,404,404,5.14,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.36,77.39,0,1503.88,49.94,416.85,240.67,106,416.56,241,101,416.56,240,101,417.42,241,241.25,308,180937.15,417.67,431,413,409,5.15,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.4,77.33,0,1503.88,50.01,417.42,241,113,417.42,241,106,417.42,241,105,417.42,241,248.52,324,186390.85,429.67,452,418,419,5.07,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.4,77.33,0,1499.5,50.09,416.85,240.67,107,416.56,241,103,416.56,240,101,417.42,241,248.56,311,186421.54,430.33,444,427,420,5.15,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.44,77.39,0,1502.75,50.07,417.42,241,102,417.42,241,98,417.42,241,96,417.42,241,228.28,296,171207.85,394.67,407,390,387,5.13,1,0,0,0,0,0,0,0,0,0,1269.15,0
28.44,77.44,0,1499.25,50.01,416.85,240.67,105,416.56,241,100,416.56,240,98,417.42,241,241.63,303,181223.07,418.33,434,415,406,5.14,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.36,77.33,0,1503.62,50.02,416.85,240.67,111,416.56,241,106,416.56,240,105,417.42,241,253.19,322,189887.19,438.33,452,433,430,5.14,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.36,77.17,0,1499.5,50.03,416.27,240.33,106,415.69,240,101,416.56,240,99,416.56,241,252.24,306,189186.33,437.33,454,433,425,5.13,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.4,77.17,0,1503.25,49.93,416.85,240.67,98,416.56,241,92,416.56,240,91,417.42,241,222.77,280,167074.56,385.67,401,379,377,5.13,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.36,77.28,0,1502.12,49.97,416.85,240.67,96,416.56,241,90,416.56,240,89,417.42,241,222,274,166494.06,384.33,402,379,372,5.12,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.36,77.28,0,1498.62,50.09,416.27,240.33,97,415.69,240,91,416.56,240,92,416.56,241,226.49,281,169866.69,392.67,405,384,389,5.16,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.44,77.28,0,1499.25,49.99,416.27,240.33,100,415.69,240,95,416.56,240,95,416.56,241,227.06,289,170299.28,393.67,408,386,387,5.15,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.44,77.28,0,1500.62,49.9,416.27,240.33,98,415.69,240,93,416.56,240,95,416.56,241,230.72,287,173037.6,400,411,391,398,5.12,1,0,0,0,0,0,0,0,0,0,1269.1,0
28.4,77.33,0,1501.25,50.01,416.27,240.33,106,415.69,240,98,416.56,240,99,416.56,241,244.36,303,183277.1,423.67,446,409,416,5.1,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.4,77.39,0,1499.62,50.02,416.85,240.67,104,416.56,240,99,417.42,241,101,416.56,241,234.11,303,175591.39,405.33,416,396,404,5.13,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.32,77.39,0,1498.75,49.92,416.27,240.33,113,415.69,240,107,416.56,240,109,416.56,241,263.79,329,197838.21,457.33,470,448,454,5.13,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.36,77.44,0,1503,49.98,416.27,240.33,115,415.69,240,110,416.56,240,113,416.56,241,262.06,337,196540.43,454.33,465,444,454,5.05,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.36,77.56,0,1499.62,50.02,416.27,240.33,111,415.69,240,106,416.56,240,108,416.56,241,251.1,325,188321.15,435.33,448,427,431,5.1,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.4,77.56,0,1501.62,49.92,416.27,240.33,108,415.69,240,103,416.56,240,105,416.56,241,250.14,316,187603.04,433.67,446,425,430,5.12,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.4,77.56,0,1501.62,49.97,416.85,240.67,119,416.56,241,113,416.56,240,114,417.42,241,277.64,346,208229.13,480.67,495,473,474,5.09,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.44,77.61,0,1499.62,50.06,416.27,240.33,112,415.69,240,107,416.56,240,109,416.56,241,264.94,328,198703.4,459.33,471,450,457,5.1,1,0,0,0,0,0,0,0,0,0,1269.05,0
28.44,77.67,0,1499.5,50.02,416.27,240.33,111,415.69,240,106,416.56,240,107,416.56,241,253.4,323,190051.52,439.33,453,431,434,5.12,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.67,0,1497.88,50.1,416.27,240.33,110,415.69,240,106,416.56,240,108,416.56,241,263.4,324,197552.7,456.67,467,447,456,5.07,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.67,0,1500.75,49.92,416.85,240.67,118,416.56,241,113,416.56,240,114,417.42,241,263.78,346,197832.18,456.67,470,449,451,5.12,1,0,0,0,0,0,0,0,0,0,1269,0
28.36,77.67,0,1499.88,50.04,416.27,240.33,116,415.69,240,111,416.56,240,113,416.56,241,273.4,340,205049.56,474,485,465,472,5.06,1,0,0,0,0,0,0,0,0,0,1269,0
28.36,77.67,0,1497,49.9,417.42,241,123,417.42,241,117,417.42,241,114,417.42,241,284.77,355,213572.75,492.33,504,485,488,5.03,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.72,0,1497,49.81,415.69,240,113,415.69,240,107,415.69,240,106,415.69,240,275.52,327,206638.56,478.33,499,474,462,5.1,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.89,0,1503.5,49.92,416.27,240.33,115,415.69,240,110,416.56,240,111,416.56,241,264.56,336,198417.89,458.67,469,452,455,5.06,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.72,0,1498.62,49.93,416.27,240.33,128,415.69,240,122,416.56,240,122,416.56,241,307.42,373,230572.6,533,553,527,519,5.03,1,0,0,0,0,0,0,0,0,0,1269,0
28.4,77.67,0,1498.62,49.93,416.27,240.33,128,415.69,240,122,416.56,240,120,416.56,241,306.85,370,230140.01,532,552,527,517,5.07,1,0,0,0,0,0,0,0,0,0,1269,0
28.44,77.78,0,1500.12,49.83,416.27,240.33,112,415.69,240,106,416.56,240,106,416.56,241,272.24,324,204184.37,472,492,466,458,5.09,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.4,77.89,0,1499.62,50.03,416.27,240.33,110,415.69,240,106,416.56,240,107,416.56,241,257.64,323,193226.76,446.67,458,438,444,5.09,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.36,77.78,0,1497.88,49.99,416.27,240.33,122,415.69,240,117,416.56,240,119,416.56,241,290.32,358,217737.54,503.33,517,494,499,5.06,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.4,77.72,0,1497.75,50.07,416.27,240.33,123,415.69,240,117,416.56,240,119,416.56,241,290.13,359,217594.78,503,516,493,500,5.07,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.36,77.72,0,1497.5,49.84,415.69,240,120,415.69,240,116,415.69,240,118,415.69,240,290.3,354,217728,504,514,496,502,5.07,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.36,77.61,0,1503,49.97,416.85,240.67,120,416.56,240,116,417.42,241,118,416.56,241,274.74,354,206063.1,475.67,483,466,478,5.09,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.36,77.56,0,1498.75,49.99,416.27,240.33,128,415.69,240,124,416.56,240,127,416.56,241,301.67,380,226246.66,523,530,515,524,5.05,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.4,77.44,0,1502.75,49.93,416.27,240.33,130,415.69,240,125,416.56,240,128,416.56,241,300.13,383,225091.64,520.33,527,510,524,5.05,1,0,0,0,0,0,0,0,0,0,1268.95,0
28.4,77.44,0,1501,49.81,415.69,240,124,415.69,240,120,415.69,240,122,415.69,240,299.33,366,224497.44,519.67,528,512,519,5.07,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.44,77.44,0,1498.75,50,415.69,240,109,415.69,240,105,415.69,240,107,415.69,240,258.62,322,193968,449,456,439,452,5.09,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.44,77.44,0,1501.88,49.94,416.27,240.33,113,415.69,240,109,416.56,240,111,416.56,241,259.56,334,194667.3,450,460,441,449,5.07,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.44,77.33,0,1502.62,49.94,416.27,240.33,120,415.69,240,116,416.56,240,118,416.56,241,282.06,355,211538.47,489,495,479,493,5.06,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.4,77.28,0,1500.62,49.91,416.27,240.33,120,415.69,240,116,416.56,240,119,416.56,241,281.48,355,211105.87,488,497,479,488,5.07,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.4,77.28,0,1503.5,49.99,416.27,240.33,105,415.69,240,101,416.56,240,102,416.56,241,244.95,309,183709.69,424.67,433,416,425,5.1,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.36,77.33,0,1499.5,50.05,416.85,240.67,112,416.56,241,108,416.56,240,109,417.42,241,260.5,330,195375.91,451,461,445,447,5.1,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.36,77.39,0,1502.12,49.93,416.27,240.33,113,415.69,240,109,416.56,240,110,416.56,241,257.25,332,192936.92,446,454,438,446,5.13,1,0,0,0,0,0,0,0,0,0,1268.9,0
28.4,77.39,0,1502.12,50,416.27,240.33,112,415.69,240,108,416.56,240,109,416.56,241,265.13,329,198850.48,459.67,470,453,456,5.06,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.44,77.39,0,1498.62,50.07,416.27,240.33,116,415.69,240,112,416.56,240,113,416.56,241,270.52,340,202886.59,469,478,460,469,5.09,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.44,77.56,0,1502.38,49.89,416.27,240.33,110,415.69,240,105,416.56,240,105,416.56,241,257.63,320,193226.76,446.67,460,439,441,5.09,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.4,77.56,0,1496.12,50.02,415.69,240,111,415.69,240,106,415.69,240,108,415.69,240,267.26,325,200448,464,476,454,462,5.13,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.44,77.56,0,1499.88,49.96,416.27,240.33,122,415.69,240,117,416.56,240,119,416.56,241,286.67,358,214999.22,497,510,488,493,5.05,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.4,77.56,0,1500.75,50,416.27,240.33,124,415.69,240,119,416.56,240,122,416.56,241,290.71,365,218027.38,504,513,493,506,5.03,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.36,77.56,0,1499.25,49.95,417.42,241,117,417.42,241,110,417.42,241,113,417.42,241,267.8,340,200849.4,463,474,454,461,5.09,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.36,77.67,0,1501.5,50.04,416.27,240.33,115,415.69,240,110,416.56,240,114,416.56,241,271.29,339,203461.94,470.33,480,458,473,5.06,1,0,0,0,0,0,0,0,0,0,1268.85,0
28.4,77.72,0,1499.25,50.08,416.85,240.67,120,416.56,241,115,416.56,240,117,417.42,241,276.68,352,207505.67,479,492,469,476,5.07,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.4,77.67,0,1502.62,50.07,417.42,241,118,417.42,241,113,417.42,241,116,417.42,241,274.55,347,205911.85,474.67,485,463,476,5.03,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.4,77.72,0,1500.12,50.11,416.27,240.33,128,415.69,240,122,416.56,240,124,416.56,241,294.55,374,220912.78,510.67,523,501,508,5,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.44,77.89,0,1500.12,49.95,416.27,240.33,116,415.69,240,110,416.56,240,113,416.56,241,268.98,340,201731.56,466.33,479,455,465,5.09,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.4,78,0,1501.5,49.99,416.85,240.67,117,416.56,240,111,417.42,241,114,416.56,241,276.66,343,207505.67,479,489,466,482,5.07,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.36,78,0,1497.25,50.06,416.27,240.33,117,415.69,240,111,416.56,240,115,416.56,241,276.86,342,207645.12,480,493,467,480,5.06,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.4,78.06,0,1501.88,49.94,416.27,240.33,121,415.69,240,114,416.56,240,117,416.56,241,278.02,352,208510.31,482,497,469,480,5.01,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.36,78.17,0,1497,49.98,416.27,240.33,116,415.69,240,109,416.56,240,114,416.56,241,271.48,339,203609.02,470.67,484,458,470,5.06,1,0,0,0,0,0,0,0,0,0,1268.8,0
28.32,78.06,0,1501.25,49.98,416.27,240.33,132,415.69,240,127,416.56,240,130,416.56,241,312.43,388,234323.19,541.67,552,530,543,5.03,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.36,77.78,0,1498.75,49.99,416.27,240.33,155,415.69,240,151,416.56,240,155,416.56,241,374.73,461,281043.34,649.67,656,641,652,4.98,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.4,77.67,0,1501.62,49.98,415.69,240,150,415.69,240,146,415.69,240,148,415.69,240,359.23,445,269425.44,623.67,633,614,624,4.98,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.4,77.56,0,1499,49.87,416.27,240.33,142,415.69,240,136,416.56,240,140,416.56,241,338.39,419,253789.92,586.67,599,575,586,5,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.44,77.56,0,1503.88,49.96,416.85,240.67,129,416.56,241,123,416.56,240,124,417.42,241,294.97,375,221225.31,510.67,527,501,504,5.03,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.44,77.67,0,1501.25,49.87,416.27,240.33,118,415.69,240,112,416.56,240,113,416.56,241,278.78,343,209085.66,483.33,501,474,475,5.01,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.4,77.67,0,1498.62,49.98,416.27,240.33,121,415.69,240,115,416.56,240,116,416.56,241,290.9,352,218170.13,504.33,518,495,500,5.03,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.44,77.78,0,1499.62,49.91,416.27,240.33,120,415.69,240,115,416.56,240,116,416.56,241,288.59,351,216439.76,500.33,514,492,495,5.03,1,0,0,0,0,0,0,0,0,0,1268.75,0
28.4,77.94,0,1495.88,49.97,416.27,240.33,113,415.69,240,107,416.56,240,108,416.56,241,271.86,329,203894.53,471.33,484,461,469,5.05,1,0,0,0,0,0,0,0,0,0,1268.7,0
28.4,78.22,0,1502.12,49.95,416.27,240.33,109,415.69,240,103,416.56,240,105,416.56,241,250.71,316,188035.63,434.67,448,426,430,5.03,1,0,0,0,0,0,0,0,0,0,1268.7,0
